Normalized_signaling_variable	P_X_input	P_ZG_graded_output	P_ZB_switch_like_output
5.1612903226e-01	1.2389757202e-14	1.2080970155e-03	6.3069273588e-10
5.1762940735e-01	1.3483863313e-14	1.2175884787e-03	6.7373923469e-10
5.1912978245e-01	1.4659760274e-14	1.2271403130e-03	7.1932279570e-10
5.2063015754e-01	1.5921793748e-14	1.2367527734e-03	7.6755109554e-10
5.2213053263e-01	1.7278773917e-14	1.2464414953e-03	8.1929536990e-10
5.2363090773e-01	1.8782151512e-14	1.2562071224e-03	8.7485921309e-10
5.2513128282e-01	2.0396241690e-14	1.2660346624e-03	9.3367613146e-10
5.2663165791e-01	2.2126837983e-14	1.2759243755e-03	9.9588323888e-10
5.2813203301e-01	2.3985827443e-14	1.2858922944e-03	1.0625954845e-09
5.2963240810e-01	2.6042336720e-14	1.2959390763e-03	1.1341991307e-09
5.3113278320e-01	2.8248058177e-14	1.3060493456e-03	1.2099669297e-09
5.3263315829e-01	3.0610683208e-14	1.3162233681e-03	1.2900731782e-09
5.3413353338e-01	3.3146183606e-14	1.3264775819e-03	1.3759423104e-09
5.3563390848e-01	3.5947041395e-14	1.3368126581e-03	1.4680649163e-09
5.3713428357e-01	3.8948147485e-14	1.3472128296e-03	1.5655089517e-09
5.3863465866e-01	4.2159670970e-14	1.3576783679e-03	1.6684955952e-09
5.4013503376e-01	4.5602984745e-14	1.3682261248e-03	1.7788416062e-09
5.4163540885e-01	4.9401305004e-14	1.3788567857e-03	1.8971690000e-09
5.4313578395e-01	5.3467253253e-14	1.3895541838e-03	2.0222852808e-09
5.4463615904e-01	5.7814220518e-14	1.4003185961e-03	2.1544706328e-09
5.4613653413e-01	6.2470693500e-14	1.4111672970e-03	2.2960382890e-09
5.4763690923e-01	6.7600171667e-14	1.4221009864e-03	2.4477755291e-09
5.4913728432e-01	7.3085880939e-14	1.4331030890e-03	2.6081592023e-09
5.5063765941e-01	7.8945385916e-14	1.4441738878e-03	2.7775436231e-09
5.5213803451e-01	8.5216507108e-14	1.4553310885e-03	2.9588692017e-09
5.5363840960e-01	9.2115337747e-14	1.4665754055e-03	3.1531306598e-09
5.5513878470e-01	9.9486457529e-14	1.4778898468e-03	3.3583857960e-09
5.5663915979e-01	1.0735281695e-13	1.4892747010e-03	3.5750818898e-09
5.5813953488e-01	1.1576443736e-13	1.5007481145e-03	3.8069502602e-09
5.5963990998e-01	1.2500581672e-13	1.5123108160e-03	4.0552455443e-09
5.6114028507e-01	1.3487092642e-13	1.5239453884e-03	4.3174953892e-09
5.6264066017e-01	1.4538964167e-13	1.5356521260e-03	4.5942634482e-09
5.6414103526e-01	1.5662787398e-13	1.5474496246e-03	4.8902766864e-09
5.6564141035e-01	1.6895875843e-13	1.5593386278e-03	5.2071148137e-09
5.6714178545e-01	1.8211024822e-13	1.5713012842e-03	5.5416359404e-09
5.6864216054e-01	1.9612108959e-13	1.5833378943e-03	5.8945491337e-09
5.7014253563e-01	2.1107781495e-13	1.5954675121e-03	6.2718325516e-09
5.7164291073e-01	2.2746799382e-13	1.6076908966e-03	6.6754717328e-09
5.7314328582e-01	2.4493378318e-13	1.6199897530e-03	7.1014806967e-09
5.7464366092e-01	2.6352525339e-13	1.6323643880e-03	7.5507498825e-09
5.7614403601e-01	2.8335560309e-13	1.6448343232e-03	8.0308270271e-09
5.7764441110e-01	3.0505961345e-13	1.6574003332e-03	8.5442033981e-09
5.7914478620e-01	3.2816835262e-13	1.6700436708e-03	9.0858307237e-09
5.8064516129e-01	3.5274629652e-13	1.6827646490e-03	9.6568252544e-09
5.8214553638e-01	3.7894100901e-13	1.6955832664e-03	1.0266700263e-08
5.8364591148e-01	4.0757598520e-13	1.7085003132e-03	1.0918576093e-08
5.8514628657e-01	4.3803897431e-13	1.7214965808e-03	1.1606069917e-08
5.8664666167e-01	4.7041271540e-13	1.7345723884e-03	1.2330578615e-08
5.8814703676e-01	5.0488891030e-13	1.7477482214e-03	1.3104072523e-08
5.8964741185e-01	5.4253214074e-13	1.7610248857e-03	1.3930453068e-08
5.9114778695e-01	5.8254590880e-13	1.7743827020e-03	1.4801663765e-08
5.9264816204e-01	6.2503603034e-13	1.7878219957e-03	1.5719449607e-08
5.9414853713e-01	6.7025070990e-13	1.8013637487e-03	1.6698847053e-08
5.9564891223e-01	7.1956148755e-13	1.8150087830e-03	1.7744725580e-08
5.9714928732e-01	7.7193582129e-13	1.8287369387e-03	1.8846933463e-08
5.9864966242e-01	8.2750859105e-13	1.8425485480e-03	2.0007646740e-08
6.0015003751e-01	8.8660009864e-13	1.8564650988e-03	2.1245721291e-08
6.0165041260e-01	9.5097142413e-13	1.8704874294e-03	2.2567224174e-08
6.0315078770e-01	1.0192886476e-12	1.8845948901e-03	2.3959385261e-08
6.0465116279e-01	1.0917231368e-12	1.8987878195e-03	2.5424913344e-08
6.0615153788e-01	1.1686868976e-12	1.9130882216e-03	2.6987413723e-08
6.0765191298e-01	1.2524337514e-12	1.9274969513e-03	2.8654432274e-08
6.0915228807e-01	1.3412462610e-12	1.9419928592e-03	3.0409932440e-08
6.1065266317e-01	1.4353414580e-12	1.9565762905e-03	3.2257280268e-08
6.1215303826e-01	1.5352476286e-12	1.9712697754e-03	3.4225976507e-08
6.1365341335e-01	1.6438399034e-12	1.9860741856e-03	3.6325389785e-08
6.1515378845e-01	1.7589143899e-12	2.0009678620e-03	3.8535415892e-08
6.1665416354e-01	1.8807450919e-12	2.0159511568e-03	4.0860230235e-08
6.1815453863e-01	2.0100072883e-12	2.0310471365e-03	4.3336638658e-08
6.1965491373e-01	2.1503570986e-12	2.0462566894e-03	4.5976252329e-08
6.2115528882e-01	2.2989755768e-12	2.0615576374e-03	4.8753910573e-08
6.2265566392e-01	2.4562075935e-12	2.0769503392e-03	5.1674783628e-08
6.2415603901e-01	2.6229136882e-12	2.0924584081e-03	5.4784713127e-08
6.2565641410e-01	2.8037286950e-12	2.1080827495e-03	5.8098064153e-08
6.2715678920e-01	2.9950584533e-12	2.1238006557e-03	6.1583401504e-08
6.2865716429e-01	3.1973357226e-12	2.1396124923e-03	6.5247115961e-08
6.3015753938e-01	3.4116538482e-12	2.1555424298e-03	6.9146205867e-08
6.3165791448e-01	3.6438704942e-12	2.1715913909e-03	7.3298411963e-08
6.3315828957e-01	3.8894174171e-12	2.1877361282e-03	7.7664526814e-08
6.3465866467e-01	4.1488360596e-12	2.2039770142e-03	8.2252435905e-08
6.3615903976e-01	4.4235114760e-12	2.2203387870e-03	8.7132888601e-08
6.3765941485e-01	4.7208246804e-12	2.2368223869e-03	9.2327755736e-08
6.3915978995e-01	5.0349871451e-12	2.2534040164e-03	9.7788219528e-08
6.4066016504e-01	5.3666743276e-12	2.2700840551e-03	1.0352399250e-07
6.4216054014e-01	5.7176357643e-12	2.2868878195e-03	1.0962274250e-07
6.4366091523e-01	6.0971447256e-12	2.3038162676e-03	1.1611138412e-07
6.4516129032e-01	6.4978884863e-12	2.3208450412e-03	1.2292923750e-07
6.4666166542e-01	6.9207072923e-12	2.3379745272e-03	1.3008824429e-07
6.4816204051e-01	7.3678048235e-12	2.3552306312e-03	1.3769685084e-07
6.4966241560e-01	7.8507982032e-12	2.3726143293e-03	1.4578811977e-07
6.5116279070e-01	8.3604764228e-12	2.3901006919e-03	1.5428675594e-07
6.5266316579e-01	8.8978817999e-12	2.4076901133e-03	1.6320741557e-07
6.5416354089e-01	9.4657823326e-12	2.4254090991e-03	1.7268401872e-07
6.5566391598e-01	1.0078690306e-11	2.4432586436e-03	1.8275710812e-07
6.5716429107e-01	1.0725037255e-11	2.4612132355e-03	1.9333341314e-07
6.5866466617e-01	1.1406112620e-11	2.4792732759e-03	2.0443088963e-07
6.6016504126e-01	1.2125383741e-11	2.4974658821e-03	2.1621463167e-07
6.6166541635e-01	1.2900929295e-11	2.5157920667e-03	2.2873426578e-07
6.6316579145e-01	1.3718261297e-11	2.5342257253e-03	2.4187445255e-07
6.6466616654e-01	1.4578970602e-11	2.5527672668e-03	2.5565715107e-07
6.6616654164e-01	1.5487388942e-11	2.5714444306e-03	2.7028553710e-07
6.6766691673e-01	1.6465976470e-11	2.5902582479e-03	2.8582024766e-07
6.6916729182e-01	1.7496639520e-11	2.6091820107e-03	3.0211889767e-07
6.7066766692e-01	1.8581335631e-11	2.6282161352e-03	3.1920829393e-07
6.7216804201e-01	1.9725462163e-11	2.6473889946e-03	3.3733804878e-07
6.7366841710e-01	2.0956847945e-11	2.6667016391e-03	3.5658211998e-07
6.7516879220e-01	2.2252958201e-11	2.6861267454e-03	3.7676503685e-07
6.7666916729e-01	2.3616195409e-11	2.7056647374e-03	3.9791946550e-07
6.7816954239e-01	2.5053267308e-11	2.7253446336e-03	4.2035154097e-07
6.7966991748e-01	2.6598564017e-11	2.7451675031e-03	4.4415130632e-07
6.8117029257e-01	2.8224095122e-11	2.7651053966e-03	4.6910288915e-07
6.8267066767e-01	2.9932801642e-11	2.7851587454e-03	4.9524602410e-07
6.8417104276e-01	3.1732998629e-11	2.8053572249e-03	5.2295552201e-07
6.8567141785e-01	3.3667074664e-11	2.8257019233e-03	5.5234081266e-07
6.8717179295e-01	3.5700354818e-11	2.8461642538e-03	5.8313677676e-07
6.8867216804e-01	3.7836430334e-11	2.8667446555e-03	6.1539166005e-07
6.9017254314e-01	4.0085582962e-11	2.8874734721e-03	6.4956356483e-07
6.9167291823e-01	4.2499927347e-11	2.9083518115e-03	6.8578524226e-07
6.9317329332e-01	4.5036619279e-11	2.9293504375e-03	7.2373165253e-07
6.9467366842e-01	4.7700033165e-11	2.9504697972e-03	7.6346127003e-07
6.9617404351e-01	5.0502851378e-11	2.9717409146e-03	8.0553303212e-07
6.9767441860e-01	5.3508986337e-11	2.9931649171e-03	8.5010769099e-07
6.9917479370e-01	5.6665635040e-11	3.0147119080e-03	8.9678743096e-07
7.0067516879e-01	5.9978112925e-11	3.0363823421e-03	9.4564299568e-07
7.0217554389e-01	6.3462025695e-11	3.0582079357e-03	9.9735517529e-07
7.0367591898e-01	6.7195561987e-11	3.0801898359e-03	1.0521182773e-06
7.0517629407e-01	7.1113808435e-11	3.1022974736e-03	1.1094462567e-06
7.0667666917e-01	7.5223208540e-11	3.1245313118e-03	1.1694245459e-06
7.0817704426e-01	7.9542919549e-11	3.1469237709e-03	1.2328809191e-06
7.0967741935e-01	8.4168364405e-11	3.1694760179e-03	1.3000498179e-06
7.1117779445e-01	8.9019938665e-11	3.1921567997e-03	1.3703384270e-06
7.1267816954e-01	9.4105434980e-11	3.2149665871e-03	1.4438497301e-06
7.1417854464e-01	9.9448315438e-11	3.2379385169e-03	1.5215884777e-06
7.1567891973e-01	1.0516475972e-10	3.2610737765e-03	1.6038370214e-06
7.1717929482e-01	1.1115738413e-10	3.2843404164e-03	1.6898735729e-06
7.1867966992e-01	1.1743559121e-10	3.3077389156e-03	1.7798220474e-06
7.2018004501e-01	1.2402804919e-10	3.3313031396e-03	1.8748998948e-06
7.2168042011e-01	1.3107587941e-10	3.3550342961e-03	1.9754465487e-06
7.2318079520e-01	1.3846023202e-10	3.3788997274e-03	2.0805847116e-06
7.2468117029e-01	1.4619242631e-10	3.4028999206e-03	2.1904632131e-06
7.2618154539e-01	1.5430741263e-10	3.4270694823e-03	2.3065546693e-06
7.2768192048e-01	1.6297621496e-10	3.4514096408e-03	2.4292663917e-06
7.2918229557e-01	1.7205412554e-10	3.4758870178e-03	2.5575339194e-06
7.3068267067e-01	1.8155474077e-10	3.5005021089e-03	2.6915356790e-06
7.3218304576e-01	1.9152057487e-10	3.5252902740e-03	2.8330498382e-06
7.3368342086e-01	2.0215842246e-10	3.5502527622e-03	2.9825642661e-06
7.3518379595e-01	2.1329249831e-10	3.5753554625e-03	3.1387896533e-06
7.3668417104e-01	2.2493909809e-10	3.6005988787e-03	3.3019395175e-06
7.3818454614e-01	2.3714982361e-10	3.6260191370e-03	3.4741572399e-06
7.3968492123e-01	2.5017416602e-10	3.6516175074e-03	3.6560261087e-06
7.4118529632e-01	2.6379907267e-10	3.6773591336e-03	3.8459871875e-06
7.4268567142e-01	2.7804403224e-10	3.7032445278e-03	4.0442955179e-06
7.4418604651e-01	2.9297154163e-10	3.7293105952e-03	4.2535302024e-06
7.4568642161e-01	3.0888194551e-10	3.7555586267e-03	4.4743873285e-06
7.4718679670e-01	3.2551759924e-10	3.7819530085e-03	4.7049852317e-06
7.4868717179e-01	3.4290176050e-10	3.8084942611e-03	4.9456279918e-06
7.5018754689e-01	3.6110996101e-10	3.8352200814e-03	5.1994135926e-06
7.5168792198e-01	3.8050298605e-10	3.8621317816e-03	5.4671712045e-06
7.5318829707e-01	4.0076994988e-10	3.8891929775e-03	5.7466335861e-06
7.5468867217e-01	4.2193855004e-10	3.9164041983e-03	6.0381626154e-06
7.5618904726e-01	4.4409988095e-10	3.9438039452e-03	6.3454730456e-06
7.5768942236e-01	4.6768641294e-10	3.9713935520e-03	6.6695507481e-06
7.5918979745e-01	4.9232382775e-10	3.9991358514e-03	7.0076686682e-06
7.6069017254e-01	5.1804504229e-10	4.0270313812e-03	7.3602566712e-06
7.6219054764e-01	5.4495969428e-10	4.0551194601e-03	7.7317612729e-06
7.6369092273e-01	5.7358510070e-10	4.0834014436e-03	8.1233524883e-06
7.6519129782e-01	6.0347152660e-10	4.1118393684e-03	8.5317559343e-06
7.6669167292e-01	6.3465801241e-10	4.1404337810e-03	8.9574812892e-06
7.6819204801e-01	6.6727624650e-10	4.1692248309e-03	9.4058416483e-06
7.6969242311e-01	7.0194376737e-10	4.1982138952e-03	9.8782229842e-06
7.7119279820e-01	7.3812135976e-10	4.2273622017e-03	1.0370700625e-05
7.7269317329e-01	7.7585523428e-10	4.2566703058e-03	1.0883877754e-05
7.7419354839e-01	8.1530324917e-10	4.2861792007e-03	1.1424091786e-05
7.7569392348e-01	8.5720108933e-10	4.3158902856e-03	1.1992981452e-05
7.7719429857e-01	9.0090358844e-10	4.3457639663e-03	1.2585850898e-05
7.7869467367e-01	9.4646533642e-10	4.3758008070e-03	1.3203412638e-05
7.8019504876e-01	9.9407519013e-10	4.4060426581e-03	1.3853212585e-05
7.8169542386e-01	1.0446078381e-09	4.4364909408e-03	1.4537184702e-05
7.8319579895e-01	1.0972929109e-09	4.4671052259e-03	1.5249720295e-05
7.8469617404e-01	1.1521947723e-09	4.4978860865e-03	1.5991659449e-05
7.8619654914e-01	1.2095389273e-09	4.5288762433e-03	1.6771971196e-05
7.8769692423e-01	1.2703632910e-09	4.5600771401e-03	1.7592933639e-05
7.8919729932e-01	1.3337498319e-09	4.5914474992e-03	1.8447859587e-05
7.9069767442e-01	1.3997742921e-09	4.6229879027e-03	1.9337737676e-05
7.9219804951e-01	1.4687054232e-09	4.6547419554e-03	2.0273209632e-05
7.9369842461e-01	1.5417724452e-09	4.6867111231e-03	2.1256953887e-05
7.9519879970e-01	1.6178835142e-09	4.7188532669e-03	2.2281011429e-05
7.9669917479e-01	1.6971275946e-09	4.7511689777e-03	2.3346543518e-05
7.9819954989e-01	1.7798243758e-09	4.7837027578e-03	2.4466154201e-05
7.9969992498e-01	1.8674268704e-09	4.8164560957e-03	2.5642986639e-05
8.0120030008e-01	1.9586390310e-09	4.8493859774e-03	2.6867584850e-05
8.0270067517e-01	2.0535651589e-09	4.8824930028e-03	2.8141310280e-05
8.0420105026e-01	2.1525848310e-09	4.9158225854e-03	2.9479064695e-05
8.0570142536e-01	2.2574123726e-09	4.9493762363e-03	3.0884529635e-05
8.0720180045e-01	2.3665122791e-09	4.9831100530e-03	3.2346490467e-05
8.0870217554e-01	2.4800066093e-09	5.0170246446e-03	3.3866540306e-05
8.1020255064e-01	2.5983452232e-09	5.0511663494e-03	3.5462266236e-05
8.1170292573e-01	2.7235470123e-09	5.0855367013e-03	3.7137972193e-05
8.1320330083e-01	2.8537961956e-09	5.1200908957e-03	3.8880381394e-05
8.1470367592e-01	2.9892353552e-09	5.1548295509e-03	4.0691354490e-05
8.1620405101e-01	3.1303966885e-09	5.1897999438e-03	4.2591610867e-05
8.1770442611e-01	3.2796534271e-09	5.2250036312e-03	4.4586172475e-05
8.1920480120e-01	3.4348623356e-09	5.2603948929e-03	4.6659349107e-05
8.2070517629e-01	3.5961896742e-09	5.2959743562e-03	4.8813309724e-05
8.2220555139e-01	3.7642639306e-09	5.3317902506e-03	5.1072420382e-05
8.2370592648e-01	3.9418698540e-09	5.3678441559e-03	5.3442529602e-05
8.2520630158e-01	4.1264823234e-09	5.4040894224e-03	5.5905128040e-05
8.2670667667e-01	4.3182948705e-09	5.4405266867e-03	5.8462739203e-05
8.2820705176e-01	4.5180483956e-09	5.4772051447e-03	6.1143966464e-05
8.2970742686e-01	4.7290047339e-09	5.5141263994e-03	6.3955607864e-05
8.3120780195e-01	4.9481941906e-09	5.5512428577e-03	6.6875867321e-05
8.3270817704e-01	5.1758416525e-09	5.5885551656e-03	6.9907675184e-05
8.3420855214e-01	5.4128190329e-09	5.6261134993e-03	7.3084548929e-05
8.3570892723e-01	5.6629403135e-09	5.6639194850e-03	7.6414375009e-05
8.3720930233e-01	5.9227191522e-09	5.7019245728e-03	7.9871532829e-05
8.3870967742e-01	6.1924164269e-09	5.7401294176e-03	8.3459418586e-05
8.4021005251e-01	6.4730564840e-09	5.7785851903e-03	8.7217237655e-05
8.4171042761e-01	6.7690912355e-09	5.8172935403e-03	9.1154121422e-05
8.4321080270e-01	7.0764349702e-09	5.8562049466e-03	9.5240007613e-05
8.4471117779e-01	7.3953898085e-09	5.8953200737e-03	9.9478824676e-05
8.4621155289e-01	7.7271571602e-09	5.9346911007e-03	1.0391634868e-04
8.4771192798e-01	8.0769247418e-09	5.9743197007e-03	1.0856313186e-04
8.4921230308e-01	8.4399126889e-09	6.0141553675e-03	1.1338396352e-04
8.5071267817e-01	8.8164703054e-09	6.0541987751e-03	1.1838337892e-04
8.5221305326e-01	9.2080043376e-09	6.0945031252e-03	1.2361472971e-04
8.5371342836e-01	9.6205497931e-09	6.1350701142e-03	1.2909018620e-04
8.5521380345e-01	1.0048524229e-08	6.1758482372e-03	1.3476858173e-04
8.5671417854e-01	1.0492330843e-08	6.2168381773e-03	1.4065514180e-04
8.5821455364e-01	1.0953614123e-08	6.2580941732e-03	1.4681193505e-04
8.5971492873e-01	1.1439383150e-08	6.2996179450e-03	1.5325297036e-04
8.6121530383e-01	1.1943129081e-08	6.3413569743e-03	1.5993020438e-04
8.6271567892e-01	1.2465316570e-08	6.3833119539e-03	1.6684964604e-04
8.6421605401e-01	1.3007864927e-08	6.4255381734e-03	1.7408337442e-04
8.6571642911e-01	1.3578901262e-08	6.4680373767e-03	1.8164748289e-04
8.6721680420e-01	1.4170849144e-08	6.5107560180e-03	1.8948600396e-04
8.6871717929e-01	1.4784243203e-08	6.5536947996e-03	1.9760583376e-04
8.7021755439e-01	1.5421319936e-08	6.5969100763e-03	2.0609052434e-04
8.7171792948e-01	1.6091487668e-08	6.6404036159e-03	2.1495852697e-04
8.7321830458e-01	1.6785941659e-08	6.6841208309e-03	2.2414476110e-04
8.7471867967e-01	1.7505296087e-08	6.7280624333e-03	2.3365712532e-04
8.7621905476e-01	1.8252152972e-08	6.7722858575e-03	2.4359229445e-04
8.7771942986e-01	1.9037386545e-08	6.8167928948e-03	2.5397138093e-04
8.7921980495e-01	1.9850781095e-08	6.8615279023e-03	2.6471884469e-04
8.8072018005e-01	2.0693041090e-08	6.9064916013e-03	2.7584371434e-04
8.8222055514e-01	2.1567189120e-08	6.9517425201e-03	2.8745764439e-04
8.8372093023e-01	2.2485774055e-08	6.9972824740e-03	2.9958474371e-04
8.8522130533e-01	2.3436961912e-08	7.0430547499e-03	3.1213749128e-04
8.8672168042e-01	2.4421559493e-08	7.0890600788e-03	3.2512618666e-04
8.8822205551e-01	2.5443072568e-08	7.1353580972e-03	3.3867954903e-04
8.8972243061e-01	2.6515960169e-08	7.1819506444e-03	3.5282505338e-04
8.9122280570e-01	2.7626535164e-08	7.2287799228e-03	3.6746148257e-04
8.9272318080e-01	2.8775720156e-08	7.2758466729e-03	3.8260056221e-04
8.9422355589e-01	2.9967575207e-08	7.3232116540e-03	3.9839041175e-04
8.9572393098e-01	3.1218734864e-08	7.3708767292e-03	4.1486227866e-04
8.9722430608e-01	3.2513393116e-08	7.4187830024e-03	4.3189932065e-04
8.9872468117e-01	3.3852603422e-08	7.4669312236e-03	4.4951485958e-04
9.0022505626e-01	3.5241060770e-08	7.5153832890e-03	4.6787902524e-04
9.0172543136e-01	3.6697873746e-08	7.5641410858e-03	4.8702728292e-04
9.0322580645e-01	3.8204817282e-08	7.6131446047e-03	5.0682500059e-04
9.0472618155e-01	3.9763092483e-08	7.6623946054e-03	5.2728728268e-04
9.0622655664e-01	4.1378120574e-08	7.7119541355e-03	5.4860917894e-04
9.0772693173e-01	4.3071819528e-08	7.7618251062e-03	5.7083085901e-04
9.0922730683e-01	4.4823206620e-08	7.8119463808e-03	5.9379747811e-04
9.1072768192e-01	4.6633649307e-08	7.8623187284e-03	6.1752612641e-04
9.1222805701e-01	4.8509398302e-08	7.9130063626e-03	6.4224000928e-04
9.1372843211e-01	5.0475557131e-08	7.9640112185e-03	6.6798453049e-04
9.1522880720e-01	5.2508004038e-08	8.0152710176e-03	6.9458192676e-04
9.1672918230e-01	5.4608293640e-08	8.0667865387e-03	7.2205149481e-04
9.1822955739e-01	5.6783622724e-08	8.1186231755e-03	7.5064818490e-04
9.1972993248e-01	5.9062701720e-08	8.1707828870e-03	7.8042320987e-04
9.2123030758e-01	6.1417840900e-08	8.2232022386e-03	8.1117287376e-04
9.2273068267e-01	6.3850805160e-08	8.2758820187e-03	8.4291891917e-04
9.2423105776e-01	6.6369868824e-08	8.3288888155e-03	8.7595201254e-04
9.2573143286e-01	6.9007820515e-08	8.3822246122e-03	9.1032979762e-04
9.2723180795e-01	7.1732920787e-08	8.4358248034e-03	9.4581929639e-04
9.2873218305e-01	7.4547170461e-08	8.4896901870e-03	9.8244495568e-04
9.3023255814e-01	7.7460069432e-08	8.5438885604e-03	1.0205375409e-03
9.3173293323e-01	8.0509010921e-08	8.5984219306e-03	1.0601617967e-03
9.3323330833e-01	8.3657665486e-08	8.6532245071e-03	1.1010517507e-03
9.3473368342e-01	8.6908298271e-08	8.7082970977e-03	1.1432348318e-03
9.3623405851e-01	9.0271801212e-08	8.7637087229e-03	1.1870867283e-03
9.3773443361e-01	9.3790759294e-08	8.8194614136e-03	1.2326800057e-03
9.3923480870e-01	9.7423647969e-08	8.8754881801e-03	1.2797115923e-03
9.4073518380e-01	1.0117302814e-07	8.9317898395e-03	1.3282121971e-03
9.4223555889e-01	1.0505137071e-07	8.9884366501e-03	1.3786077271e-03
9.4373593398e-01	1.0910710648e-07	9.0454306668e-03	1.4309793381e-03
9.4523630908e-01	1.1329283903e-07	9.1027036860e-03	1.4849823332e-03
9.4673668417e-01	1.1761145971e-07	9.1602565343e-03	1.5406510189e-03
9.4823705926e-01	1.2207722811e-07	9.2181607221e-03	1.5984673192e-03
9.4973743436e-01	1.2674514832e-07	9.2764183280e-03	1.6585217996e-03
9.5123780945e-01	1.3156119618e-07	9.3349599203e-03	1.7204231600e-03
9.5273818455e-01	1.3652863183e-07	9.3937863353e-03	1.7842096429e-03
9.5423855964e-01	1.4166373832e-07	9.4529703494e-03	1.8504255181e-03
9.5573893473e-01	1.4702890126e-07	9.5125140651e-03	1.9191716311e-03
9.5723930983e-01	1.5256262565e-07	9.5723468083e-03	1.9900046184e-03
9.5873968492e-01	1.5826858260e-07	9.6324694247e-03	2.0629670158e-03
9.6024006002e-01	1.6416534132e-07	9.6929559712e-03	2.1386723301e-03
9.6174043511e-01	1.7032356555e-07	9.7538085740e-03	2.2172326046e-03
9.6324081020e-01	1.7667335031e-07	9.8149553022e-03	2.2981464401e-03
9.6474118530e-01	1.8321882411e-07	9.8763970111e-03	2.3814610428e-03
9.6624156039e-01	1.8998113576e-07	9.9382090522e-03	2.4678666359e-03
9.6774193548e-01	1.9704022060e-07	1.0000393575e-02	2.5574874259e-03
9.6924231058e-01	2.0431671886e-07	1.0062877378e-02	2.6497574634e-03
9.7074268567e-01	2.1181526750e-07	1.0125661326e-02	2.7447290195e-03
9.7224306077e-01	2.1955992234e-07	1.0188822079e-02	2.8431771291e-03
9.7374343586e-01	2.2764098957e-07	1.0252361811e-02	2.9452391712e-03
9.7524381095e-01	2.3596849391e-07	1.0316206033e-02	3.0502775603e-03
